path,group,before_cumulation,length,plDDT
Q2M2I3,Unknotted,"{'0_1': 0.91, '3_1': 0.08}",478,70.01068107221026
Q2M2I5,Unknotted,{'0_1': 0.98},525,72.01514656290536
Q2M2I8,Unknotted,"{'0_1': 0.52, '3_1': 0.29, '5_2': 0.07}",961,58.81735149192479
Q2M2W7,Unknotted,{'0_1': 0.93},97,66.59256345177683
Q2M329,Unknotted,{'0_1': 0.95},555,69.0046396908388
Q2M385,Unknotted,{'0_1': 0.94},716,83.3372294607313
Q2M389,Unknotted,{'0_1': 0.94},1173,84.24569419852229
Q2M3A8,Unknotted,{'0_1': 1.0},158,46.05687771032076
Q2M3C6,Unknotted,{'0_1': 0.87},531,54.62130540672235
Q2M3D2,Unknotted,{'0_1': 0.94},409,86.96593730602063
Q2M3G0,Unknotted,"{'0_1': 0.87, '3_1': 0.06}",1257,84.73833709478953
Q2M3G4,Unknotted,"{'0_1': 0.67, '3_1': 0.11, '4_1': 0.1}",852,54.974681384061775
Q2M3M2,Unknotted,"{'0_1': 0.73, '6_1': 0.17}",681,83.16167497125355
Q2M3R5,Unknotted,"{'0_1': 0.88, '4_1': 0.06}",365,80.68645299145318
Q2M3T9,Unknotted,{'0_1': 0.95},481,91.03701832460732
Q2M3V2,Unknotted,"{'0_1': 0.91, '3_1': 0.07}",549,62.63452839506185
Q2M3W8,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",571,63.33247130171053
Q2M3X9,Unknotted,{'0_1': 0.97},581,65.7002734789065
Q2M5E4,Unknotted,{'0_1': 1.0},152,85.14638195004
Q2MJR0,Unknotted,"{'0_1': 0.84, '3_1': 0.15}",410,66.23629555332647
Q2MKA7,Unknotted,{'0_1': 0.97},263,75.36365174129375
Q2MV58,Unknotted,{'0_1': 0.93},587,77.61458957727622
Q2NKJ3,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",1217,77.65591869060339
Q2NKQ1,Unknotted,"{'0_1': 0.74, '4_1': 0.15, '3_1': 0.08}",1148,67.2215545065317
Q2NKX8,Unknotted,"{'0_1': 0.75, '3_1': 0.18}",1250,62.794578920826666
Q2NKX9,Unknotted,{'0_1': 1.0},166,77.16107738998473
Q2NL67,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",630,72.95210957808428
Q2NL68,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",480,58.95522197558246
Q2NL82,Unknotted,"{'0_1': 0.77, '3_1': 0.11, '4_1': 0.07}",804,80.52549001393425
Q2NL98,Unknotted,{'0_1': 0.99},169,86.5661937984498
Q2PPJ7,Unknotted,"{'0_1': 0.76, '3_1': 0.22}",1873,72.78679846164141
Q2PZI1,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",675,88.47415565345119
Q2Q1W2,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",868,80.82931748933589
Q2QD12,Unknotted,"{'0_1': 0.76, '3_1': 0.2}",228,96.58485108820183
Q2QGD7,Unknotted,"{'0_1': 0.57, '3_1': 0.22, '4_1': 0.12}",858,53.11120746953611
Q2QL34,Unknotted,{'0_1': 0.95},196,85.07505739795917
Q2T9J0,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",566,84.09416007668348
Q2T9K0,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",475,58.93089495225113
Q2T9L4,Unknotted,"{'0_1': 0.92, '4_1': 0.06}",293,62.19426339285654
Q2TAA2,Unknotted,"{'0_1': 0.87, '3_1': 0.1}",248,93.69904222451085
Q2TAA5,Unknotted,{'0_1': 0.92},492,91.2164396837547
Q2TAA8,Unknotted,{'0_1': 0.98},658,84.55753058954416
Q2TAC2,Unknotted,"{'0_1': 0.88, '4_1': 0.11}",915,72.11099516240442
Q2TAC6,Unknotted,"{'0_1': 0.8, '3_1': 0.13}",998,65.1931750096023
Q2TAK8,Unknotted,"{'0_1': 0.74, '3_1': 0.22}",710,64.3081312307409
Q2TAL5,Unknotted,{'0_1': 0.96},461,66.82132444696535
Q2TAL6,Unknotted,{'0_1': 0.98},325,69.18616326530571
Q2TAL8,Unknotted,"{'0_1': 0.83, '3_1': 0.13}",776,58.364030905803205
Q2TAM9,Unknotted,"{'0_1': 0.73, '3_1': 0.21, '4_1': 0.06}",212,69.51897685749097
Q2TAP0,Unknotted,{'0_1': 0.99},167,79.89424124513636
Q2TAY7,Unknotted,"{'0_1': 0.86, '3_1': 0.07}",513,82.29582074771007
Q2TAZ0,Unknotted,"{'0_1': 0.86, '3_1': 0.1}",1938,68.52951786310447
Q2TB10,Unknotted,"{'0_1': 0.84, '3_1': 0.13}",664,62.467869598181075
Q2TB18,Unknotted,{'0_1': 0.97},679,85.56923673997484
Q2TB90,Unknotted,"{'0_1': 0.84, '3_1': 0.06}",917,93.44838354253878
Q2TBA0,Unknotted,{'0_1': 0.89},621,89.9627861105403
Q2TBC4,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",344,69.66281904761901
Q2TBE0,Unknotted,"{'0_1': 0.89, '3_1': 0.09}",894,65.55437397034692
Q2TBF2,Unknotted,"{'0_1': 0.86, '3_1': 0.07}",565,78.9198998887656
Q2TV78,Unknotted,{'0_1': 0.95},715,70.05338348558134
Q2V2M9,Unknotted,"{'0_1': 0.76, '3_1': 0.11, '4_1': 0.09}",1422,65.09123430211731
Q2VIQ3,Unknotted,"{'0_1': 0.88, '3_1': 0.08}",1234,71.57960698244219
Q2VIR3,Unknotted,"{'0_1': 0.88, '3_1': 0.09}",472,84.964152518786
Q2VPA4,Unknotted,{'0_1': 0.97},569,82.47649920436449
Q2VPB7,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",878,80.69882406287773
Q2VPJ9,Unknotted,{'0_1': 0.98},315,74.41874795417377
Q2VPK5,Unknotted,{'0_1': 0.94},515,80.50894428898543
Q2VWP7,Unknotted,"{'0_1': 0.85, '4_1': 0.07}",1150,74.34320246085
Q2VY69,Unknotted,{'0_1': 0.96},593,65.29573056994839
Q2VYF4,Unknotted,"{'0_1': 0.85, '3_1': 0.12}",491,62.403956211812776
Q2WEN9,Unknotted,{'0_1': 0.96},425,91.19248220365156
Q2WGJ6,Unknotted,{'0_1': 0.91},581,90.51390376660096
Q2WGJ8,Unknotted,{'0_1': 0.97},235,80.23029765013085
Q2WGJ9,Unknotted,"{'0_1': 0.68, '3_1': 0.1}",1857,76.9973964898023
Q2Y0W8,Unknotted,{'0_1': 0.92},1093,72.92155439814834
Q2YD98,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",709,73.98138314785446
Q30154,Unknotted,{'0_1': 1.0},266,88.27783860311467
Q30201,Unknotted,{'0_1': 0.98},348,88.64472065063642
Q309B1,Unknotted,{'0_1': 0.94},348,85.66276588276509
Q30KP8,Unknotted,{'0_1': 1.0},78,83.46723404255334
Q30KP9,Unknotted,{'0_1': 0.99},77,85.49331699346399
Q30KQ1,Unknotted,{'0_1': 1.0},61,72.54139165009921
Q30KQ4,Unknotted,{'0_1': 0.99},102,67.0517999999998
Q30KQ5,Unknotted,{'0_1': 0.98},88,74.38594594594583
Q30KQ6,Unknotted,{'0_1': 1.0},69,75.7850779896015
Q30KQ7,Unknotted,{'0_1': 1.0},82,77.48803863298653
Q30KQ8,Unknotted,{'0_1': 0.97},113,69.12981236203083
Q30KQ9,Unknotted,{'0_1': 1.0},67,82.45962500000003
Q30KR1,Unknotted,{'0_1': 1.0},87,78.46783430232554
Q32M45,Unknotted,"{'0_1': 0.84, '3_1': 0.08}",955,79.56317823544329
Q32M78,Unknotted,{'0_1': 0.96},642,70.4619431554527
Q32M84,Unknotted,{'0_1': 0.96},506,79.45955140640184
Q32M88,Unknotted,{'0_1': 0.95},737,91.64475429975502
Q32M92,Unknotted,"{'0_1': 0.87, '3_1': 0.12}",178,41.44905567300898
Q32MH5,Unknotted,"{'0_1': 0.7, '3_1': 0.19}",1076,55.36175052656131
Q32MK0,Unknotted,"{'0_1': 0.79, '3_1': 0.12, '4_1': 0.07}",819,63.38206863218961
Q32MQ0,Unknotted,"{'0_1': 0.78, '3_1': 0.18}",723,48.55042799412213
Q32MZ4,Unknotted,"{'0_1': 0.66, '3_1': 0.25}",808,55.81095222827799
Q32NB8,Unknotted,"{'0_1': 0.74, '3_1': 0.25}",556,85.24614828209685
Q32NC0,Unknotted,{'0_1': 0.95},220,74.88542217116598
Q32P28,Unknotted,{'0_1': 0.99},736,86.13403066439531
Q32P41,Unknotted,{'0_1': 0.97},509,80.37771707316992
Q32P51,Unknotted,{'0_1': 0.95},320,71.96528387898857
Q32ZL2,Unknotted,"{'0_1': 0.85, '3_1': 0.12}",321,81.74162107803744
Q330K2,Unknotted,{'0_1': 0.96},333,87.62582156133877
Q33E94,Unknotted,"{'0_1': 0.79, '3_1': 0.16}",735,66.6760006824774
Q38SD2,Unknotted,"{'0_1': 0.84, '3_1': 0.1}",2015,78.92953379658763
Q3B726,Unknotted,{'0_1': 1.0},338,67.30540365575057
Q3B7I2,Unknotted,{'0_1': 0.99},92,82.07247730220485
Q3B7J2,Unknotted,"{'0_1': 0.8, '3_1': 0.12}",385,91.91726934775298
Q3B7S5,Unknotted,{'0_1': 1.0},101,69.76652173913011
Q3B7T1,Unknotted,{'0_1': 0.92},1238,76.12987143885637
Q3B7T3,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",259,58.1790183440754
Q3B820,Unknotted,{'0_1': 0.91},660,66.7492467532469
Q3B8N2,Unknotted,"{'0_1': 0.87, '3_1': 0.12}",356,84.97006790564701
Q3B8N5,Unknotted,"{'0_1': 0.89, '3_1': 0.11}",592,61.30141000649768
Q3C1V0,Unknotted,{'0_1': 0.97},400,54.210194827007015
Q3C1V1,Unknotted,{'0_1': 1.0},193,65.38224517906322
Q3C1V8,Unknotted,{'0_1': 0.99},233,68.3447816593884
Q3I5F7,Unknotted,{'0_1': 0.9},207,93.89310919185677
Q3KNS1,Unknotted,"{'0_1': 0.9, '3_1': 0.06}",767,78.96427103718078
Q3KNS6,Unknotted,{'0_1': 0.96},432,72.68639886039816
Q3KNT7,Unknotted,{'0_1': 0.97},163,92.66529506871481
Q3KNT9,Unknotted,{'0_1': 1.0},176,81.84266229029913
Q3KNV8,Unknotted,{'0_1': 0.98},242,85.1253940010168
Q3KNW1,Unknotted,"{'0_1': 0.88, '3_1': 0.08}",292,59.838082673702644
Q3KNW5,Unknotted,{'0_1': 0.97},377,80.3127102803736
Q3KP22,Unknotted,{'0_1': 0.98},176,62.6188935870329
Q3KP31,Unknotted,{'0_1': 0.94},576,81.5005619658119
Q3KP44,Unknotted,{'0_1': 0.94},614,63.0993559816596
Q3KP66,Unknotted,"{'0_1': 0.85, '3_1': 0.08}",663,57.11245620864207
Q3KPI0,Unknotted,{'0_1': 1.0},293,85.28636443276397
Q3KQU3,Unknotted,"{'0_1': 0.65, '3_1': 0.25, '5_2': 0.06}",841,60.52292043538218
Q3KQV3,Unknotted,{'0_1': 0.97},632,64.9996509076407
Q3KQV9,Unknotted,"{'0_1': 0.87, '3_1': 0.09}",507,93.5517010693856
Q3KQZ1,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",300,89.27497150372717
Q3KR16,Unknotted,"{'0_1': 0.82, '3_1': 0.15}",790,68.02531299904132
Q3KR37,Unknotted,"{'0_1': 0.81, '3_1': 0.14}",738,69.43509078793899
Q3KRA6,Unknotted,{'0_1': 0.91},126,91.06910939012582
Q3KRA9,Unknotted,{'0_1': 0.96},238,91.09183858898999
Q3KRB8,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",267,78.52282629108018
Q3LHN0,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",102,35.21820823244545
Q3LHN1,Unknotted,{'0_1': 0.98},58,44.57345982142861
Q3LHN2,Unknotted,{'0_1': 0.98},52,43.9088295165395
Q3LI54,Unknotted,{'0_1': 1.0},63,51.87095528455289
Q3LI58,Unknotted,{'0_1': 0.99},79,45.003626373626346
Q3LI59,Unknotted,{'0_1': 0.96},83,34.916382252559686
Q3LI60,Unknotted,{'0_1': 0.99},44,42.68852173913041
Q3LI61,Unknotted,{'0_1': 0.99},65,45.40598360655734
Q3LI62,Unknotted,{'0_1': 1.0},44,57.52087227414337
Q3LI63,Unknotted,{'0_1': 1.0},56,46.03328018223227
Q3LI64,Unknotted,{'0_1': 1.0},71,43.948484251968495
Q3LI66,Unknotted,{'0_1': 1.0},62,42.35754310344837
Q3LI67,Unknotted,{'0_1': 1.0},103,38.97528354080219
Q3LI68,Unknotted,{'0_1': 0.98},45,40.08370572207093
Q3LI70,Unknotted,{'0_1': 1.0},58,49.623727272727436
Q3LI72,Unknotted,{'0_1': 1.0},72,49.57282809611832
Q3LI73,Unknotted,{'0_1': 1.0},84,55.11633385335414
Q3LI76,Unknotted,{'0_1': 1.0},137,49.70214011516299
Q3LI77,Unknotted,{'0_1': 0.96},160,44.0941457489879
Q3LI81,Unknotted,{'0_1': 0.96},207,51.3717312661497
Q3LI83,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",254,40.632216468151256
Q3LIE5,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",342,94.55603225806495
Q3LXA3,Unknotted,"{'0_1': 0.9, '3_1': 0.06}",575,95.41001938454077
Q3MHD2,Unknotted,{'0_1': 0.99},195,90.86737015121632
Q3MII6,Unknotted,{'0_1': 0.92},688,70.86742055379973
Q3MIN7,Unknotted,"{'0_1': 0.91, '3_1': 0.07}",710,73.33113070350848
Q3MIP1,Unknotted,{'0_1': 0.93},535,79.55697234352209
Q3MIR4,Unknotted,{'0_1': 0.93},351,92.35447587957957
Q3MIS6,Unknotted,"{'0_1': 0.9, '3_1': 0.1}",628,69.51108252523353
Q3MIT2,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",529,88.6175731132074
Q3MIV0,Unknotted,{'0_1': 0.99},48,40.66536585365863
Q3MIW9,Unknotted,"{'0_1': 0.61, '3_1': 0.24, '4_1': 0.06}",517,46.79820344129535
Q3MIX3,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",580,82.37402930402955
Q3MJ13,Unknotted,"{'0_1': 0.76, '3_1': 0.16, '4_1': 0.06}",1102,67.7078240258994
Q3MJ16,Unknotted,"{'0_1': 0.88, '3_1': 0.11}",868,80.86177981914793
Q3MJ40,Unknotted,"{'0_1': 0.84, '3_1': 0.14}",725,51.59718782249754
Q3MJ62,Unknotted,{'0_1': 0.97},389,65.11142947702045
Q3MUY2,Unknotted,{'0_1': 0.99},71,88.17682456140335
Q3SX64,Unknotted,{'0_1': 1.0},289,67.75984729292009
Q3SXM0,Unknotted,"{'0_1': 0.83, '3_1': 0.11}",396,86.43496782496817
Q3SXM5,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",330,92.08019915741131
Q3SXP7,Unknotted,{'0_1': 1.0},199,68.51957808564246
Q3SXR2,Unknotted,{'0_1': 0.99},165,49.08004222972969
Q3SXY7,Unknotted,"{'0_1': 0.85, '3_1': 0.1}",679,69.26746610654908
Q3SXY8,Unknotted,{'0_1': 0.94},428,72.99898975109855
Q3SXZ3,Unknotted,{'0_1': 0.94},478,70.65510808028883
Q3SXZ7,Unknotted,{'0_1': 0.94},439,79.54494481236276
Q3SY00,Unknotted,"{'0_1': 0.88, '4_1': 0.06}",556,58.82506040574456
Q3SY05,Unknotted,{'0_1': 1.0},128,52.59861629048091
Q3SY17,Unknotted,{'0_1': 0.95},297,81.94544500419799
Q3SY46,Unknotted,{'0_1': 0.97},172,44.303250936329626
Q3SY52,Unknotted,{'0_1': 0.96},487,66.52191022964445
Q3SY56,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",376,48.92515887183146
Q3SY69,Unknotted,{'0_1': 0.89},923,92.58554344788965
Q3SY77,Unknotted,{'0_1': 0.97},523,90.41616043799121
Q3SY84,Unknotted,"{'0_1': 0.85, '3_1': 0.11}",523,72.476523038605
Q3SYA9,Unknotted,"{'0_1': 0.87, '3_1': 0.09}",428,53.60995605775241
Q3SYB3,Unknotted,"{'0_1': 0.91, '3_1': 0.07}",417,57.18086875581787
Q3SYC2,Unknotted,"{'0_1': 0.81, '3_1': 0.16}",334,94.71456192236613
Q3SYF9,Unknotted,{'0_1': 1.0},63,50.830729613733965
Q3SYG4,Unknotted,{'0_1': 0.92},887,85.24142508960617
Q3T906,Unknotted,"{'0_1': 0.82, '3_1': 0.07, '5_2': 0.06}",1256,73.12495105309992
Q3V5L5,Unknotted,"{'0_1': 0.88, '3_1': 0.06}",792,82.48178701793317
Q3Y452,Unknotted,{'0_1': 0.99},100,54.851591836734556
Q3YBM2,Unknotted,{'0_1': 0.99},270,69.19680235409514
Q3YBR2,Unknotted,{'0_1': 0.93},411,72.1419112519805
Q3ZAQ7,Unknotted,{'0_1': 1.0},101,69.80589041095898
Q3ZCM7,Unknotted,{'0_1': 0.93},444,91.94238968481332
Q3ZCN5,Unknotted,"{'0_1': 0.79, '3_1': 0.13}",2332,72.7143654877916
Q3ZCQ2,Unknotted,{'0_1': 0.95},193,56.83676047120461
Q3ZCQ3,Unknotted,{'0_1': 1.0},159,64.09733668341732
Q3ZCQ8,Unknotted,{'0_1': 0.98},353,80.55899249732016
Q3ZCT1,Unknotted,{'0_1': 1.0},412,82.36141775219632
Q3ZCT8,Unknotted,"{'0_1': 0.87, '3_1': 0.06, '4_1': 0.06}",623,90.2867515540411
Q3ZCU0,Unknotted,{'0_1': 1.0},254,62.774499514091346
Q3ZCV2,Unknotted,{'0_1': 1.0},418,64.70989859827057
Q3ZCW2,Unknotted,{'0_1': 0.99},172,87.35457335329309
Q3ZCX4,Unknotted,{'0_1': 0.98},644,73.40084119345535
Q3ZM63,Unknotted,{'0_1': 1.0},59,63.22957317073187
Q400G9,Unknotted,{'0_1': 0.92},498,74.16012700881309
Q401N2,Unknotted,{'0_1': 0.98},412,77.93168160741878
Q460N3,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",678,80.02461156709244
Q460N5,Unknotted,"{'0_1': 0.81, '3_1': 0.09}",1801,81.80105846067632
Q494R0,Unknotted,{'0_1': 1.0},122,33.42158868335148
Q494R4,Unknotted,{'0_1': 1.0},210,88.62276150627603
Q494U1,Unknotted,"{'0_1': 0.87, '3_1': 0.09}",611,53.84892215568851
Q494V2,Unknotted,"{'0_1': 0.82, '3_1': 0.17}",611,73.57321442885767
Q494W8,Unknotted,{'0_1': 0.94},412,68.69012638717649
Q494X3,Unknotted,{'0_1': 0.99},552,71.50243849335982
Q495A1,Unknotted,{'0_1': 1.0},244,74.8874539544964
Q495B1,Unknotted,{'0_1': 0.99},522,89.83364354480337
Q495C1,Unknotted,{'0_1': 0.96},297,62.4904582441113
Q495D7,Unknotted,{'0_1': 1.0},138,48.3317112299464
Q495M3,Unknotted,{'0_1': 0.93},483,84.3270893525945
Q495M9,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",461,69.82646358349471
Q495N2,Unknotted,{'0_1': 0.9},470,85.11752960616994
Q495T6,Unknotted,"{'0_1': 0.66, '3_1': 0.2, '5_2': 0.06}",779,90.89312192020446
Q495W5,Unknotted,{'0_1': 0.96},492,86.65935025380772
Q495X7,Unknotted,{'0_1': 0.96},471,86.3718001033059
Q495Y7,Unknotted,"{'0_1': 0.88, '3_1': 0.11}",208,77.25462619449127
Q495Y8,Unknotted,"{'0_1': 0.87, '3_1': 0.12}",402,60.507891336269935
Q495Z4,Unknotted,{'0_1': 0.98},193,51.931191819463784
Q496A3,Unknotted,{'0_1': 0.97},300,57.83014767932489
Q496F6,Unknotted,{'0_1': 1.0},205,78.43242405455688
Q496H8,Unknotted,{'0_1': 1.0},165,72.62243744955582
Q496J9,Unknotted,"{'0_1': 0.8, '4_1': 0.08}",727,78.41109730848775
Q496M5,Unknotted,"{'0_1': 0.84, '4_1': 0.1}",336,69.02771484375106
Q496Y0,Unknotted,{'0_1': 0.94},759,75.44066689234936
Q499Y3,Unknotted,{'0_1': 0.99},187,60.14266946191477
Q499Z3,Unknotted,{'0_1': 1.0},407,72.93967842647531
Q499Z4,Unknotted,{'0_1': 0.99},452,76.62774928774913
Q49A17,Unknotted,"{'0_1': 0.84, '3_1': 0.11}",601,90.80220121951153
Q49A26,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",553,77.75501649387385
Q49A33,Unknotted,{'0_1': 0.98},203,77.7418951858619
Q49A88,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",953,58.02821879194629
Q49A92,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",538,56.138505031144966
Q49AA0,Unknotted,"{'0_1': 0.75, '4_1': 0.13}",526,65.04979511059375
Q49AG3,Unknotted,{'0_1': 0.9},693,81.60724778920708
Q49AH0,Unknotted,{'0_1': 0.99},187,80.28651401230343
Q49AM1,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",385,84.66417867435158
Q49AM3,Unknotted,"{'0_1': 0.86, '3_1': 0.12}",519,62.13075716064762
Q49AN0,Unknotted,{'0_1': 0.95},593,85.33758788648858
Q49AR2,Unknotted,"{'0_1': 0.72, '3_1': 0.17}",442,85.02474793506231
Q49AS3,Unknotted,{'0_1': 1.0},106,70.38968145620022
Q49B96,Unknotted,{'0_1': 1.0},90,81.20244475138131
Q49MG5,Unknotted,{'0_1': 0.97},647,62.47294761082269
Q49MI3,Unknotted,"{'0_1': 0.76, '3_1': 0.17}",558,79.49561136363597
Q49SQ1,Unknotted,{'0_1': 0.97},333,87.72603703703733
Q4AC94,Unknotted,"{'0_1': 0.57, '5_2': 0.07}",2353,56.0335692828678
Q4AC99,Unknotted,{'0_1': 0.93},568,84.43566724814656
Q4ADV7,Unknotted,"{'0_1': 0.82, '3_1': 0.12}",1423,73.43602838778675
Q4AE62,Unknotted,{'0_1': 0.89},458,83.29065569346972
Q4FZB7,Unknotted,"{'0_1': 0.69, '3_1': 0.2, '4_1': 0.07}",885,55.09813408142694
Q4G0A6,Unknotted,"{'0_1': 0.74, '3_1': 0.19}",757,68.81816557073046
Q4G0F5,Unknotted,{'0_1': 0.92},336,87.09879073135389
Q4G0G2,Unknotted,{'0_1': 0.97},97,39.85977893368017
Q4G0G5,Unknotted,{'0_1': 0.95},96,81.71441734417321
Q4G0I0,Unknotted,{'0_1': 1.0},132,64.0340793201132
Q4G0J3,Unknotted,{'0_1': 0.92},582,67.98629392971299
Q4G0M1,Unknotted,{'0_1': 0.94},354,71.40406095238056
Q4G0N0,Unknotted,{'0_1': 0.99},100,63.38723716381422
Q4G0N4,Unknotted,"{'0_1': 0.74, '4_1': 0.13, '3_1': 0.08}",442,84.04666666666635
Q4G0N7,Unknotted,{'0_1': 1.0},80,56.3693421052632
Q4G0N8,Unknotted,"{'0_1': 0.85, '4_1': 0.07, '3_1': 0.07}",1177,74.36702299695348
Q4G0S4,Unknotted,{'0_1': 0.91},542,86.60034217877154
Q4G0S7,Unknotted,{'0_1': 1.0},254,87.32602955195453
Q4G0T1,Unknotted,"{'0_1': 0.84, '3_1': 0.11}",1027,70.95280394736791
Q4G0U5,Unknotted,{'0_1': 0.97},840,62.610216913382054
Q4G0W2,Unknotted,{'0_1': 0.99},176,90.95003897116153
Q4G0X4,Unknotted,{'0_1': 1.0},260,89.56761996161285
Q4G0X9,Unknotted,{'0_1': 0.98},1142,71.35472350230437
Q4G0Z9,Unknotted,"{'0_1': 0.87, '3_1': 0.06}",681,85.82205788982257
Q4G112,Unknotted,"{'0_1': 0.82, '3_1': 0.13}",596,53.20005220796203
Q4G148,Unknotted,"{'0_1': 0.88, '3_1': 0.06}",440,84.86944974733287
Q4G163,Unknotted,"{'0_1': 0.63, '4_1': 0.21, '3_1': 0.14}",708,52.74515565264848
Q4G176,Unknotted,{'0_1': 0.99},576,86.83975431606837
Q4G1C9,Unknotted,{'0_1': 0.99},344,85.3361243339255
Q4J6C6,Unknotted,"{'0_1': 0.67, '3_1': 0.27}",727,82.53795735319056
Q4JDL3,Unknotted,{'0_1': 0.95},420,78.37529204578802
Q4KMG0,Unknotted,"{'0_1': 0.74, '3_1': 0.15}",1287,62.90634151329216
Q4KMG9,Unknotted,{'0_1': 1.0},183,59.731742857142585
Q4KMP7,Unknotted,"{'0_1': 0.75, '3_1': 0.18}",808,70.08087339090719
Q4KMQ2,Unknotted,"{'0_1': 0.82, '3_1': 0.1}",910,81.98879054865749
Q4KMX7,Unknotted,{'0_1': 0.97},169,29.69649657273421
Q4KMZ1,Unknotted,"{'0_1': 0.75, '4_1': 0.14}",466,52.051899006177926
Q4KMZ8,Unknotted,{'0_1': 1.0},207,76.53584134615383
Q4KWH8,Unknotted,"{'0_1': 0.53, '3_1': 0.26}",1693,58.056995708153515
Q4L180,Unknotted,"{'0_1': 0.88, '3_1': 0.09}",1135,68.91806808231243
Q4L235,Unknotted,"{'0_1': 0.77, '3_1': 0.16}",1098,81.39300545180362
Q4LDG9,Unknotted,{'0_1': 0.99},190,94.95658940397311
Q4LDR2,Unknotted,{'0_1': 1.0},81,71.2758851674641
Q4LEZ3,Unknotted,{'0_1': 1.0},155,78.3991585760518
Q4QY38,Unknotted,{'0_1': 1.0},66,79.38089694656476
Q4U2R6,Unknotted,{'0_1': 0.98},128,86.08399624765487
Q4U2R8,Unknotted,"{'0_1': 0.82, '3_1': 0.08}",563,82.50121316758835
Q4UJ75,Unknotted,{'0_1': 0.98},823,70.83148636363713
Q4V321,Unknotted,{'0_1': 1.0},117,63.13571743929365
Q4V326,Unknotted,{'0_1': 1.0},110,63.913855140186996
Q4V328,Unknotted,"{'0_1': 0.87, '3_1': 0.12}",841,78.95489956851685
Q4V339,Unknotted,{'0_1': 0.94},395,75.6854489465157
Q4V348,Unknotted,"{'0_1': 0.89, '4_1': 0.09}",819,66.82848948085311
Q4V9L6,Unknotted,"{'0_1': 0.91, '3_1': 0.09}",283,59.12019024390269
Q4VC05,Unknotted,{'0_1': 1.0},210,63.47578616352228
Q4VC12,Unknotted,{'0_1': 0.94},460,87.72542659279749
Q4VC31,Unknotted,{'0_1': 0.99},144,86.52576956147867
Q4VC39,Unknotted,{'0_1': 0.98},106,60.81671249999997
Q4VC44,Unknotted,"{'0_1': 0.84, '3_1': 0.12}",716,64.56213879003552
Q4VNC0,Unknotted,"{'0_1': 0.87, '3_1': 0.08}",1218,78.64764590231597
Q4VNC1,Unknotted,"{'0_1': 0.78, '3_1': 0.12, '4_1': 0.07}",1196,80.41808856323566
Q4VX62,Unknotted,{'0_1': 1.0},202,33.25093691442844
Q4VX76,Unknotted,{'0_1': 0.95},610,72.01828939173751
Q4VXA5,Unknotted,{'0_1': 0.99},237,69.28749869178439
Q4VXF1,Unknotted,{'0_1': 0.99},159,56.982447058823375
Q4VXU2,Unknotted,"{'0_1': 0.87, '3_1': 0.07}",614,76.5968445185491
Q4W4Y0,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",310,84.71538702110999
Q4W5G0,Unknotted,{'0_1': 0.91},525,75.93205011933154
Q4W5P6,Unknotted,{'0_1': 1.0},63,77.65714011516309
Q4ZIN3,Unknotted,"{'0_1': 0.75, '4_1': 0.13, '3_1': 0.1}",620,65.49049686847574
Q4ZJI4,Unknotted,"{'0_1': 0.84, '3_1': 0.07}",515,78.71452423242808
Q502W6,Unknotted,"{'0_1': 0.82, '3_1': 0.1}",1294,69.24479422664338
Q502W7,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",563,73.81443669644776
Q502X0,Unknotted,{'0_1': 1.0},79,92.84958925750406
Q504Q3,Unknotted,"{'0_1': 0.75, '3_1': 0.12}",1202,79.57356227683091
Q504T8,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",468,66.21751886244937
Q504U0,Unknotted,{'0_1': 1.0},113,80.61267622461183
Q504Y0,Unknotted,"{'0_1': 0.73, '3_1': 0.19}",691,69.62698029007116
